rainfall,water_level,elevation,drainage,humidity,soil_type,population_density,distance_to_river,historical_flood_freq,drainage_capacity,flood
76.4,1.5,1,2,60.9,3,1,4.9,1,625,0
137.1,2.2,1,2,69.1,2,3,3.8,4,910,1
124.0,2.5,1,1,66.0,1,3,0.1,4,914,1
82.2,2.0,1,1,62.7,3,2,2.5,2,960,1
13.3,0.1,3,1,40.0,2,1,4.1,2,653,0
94.9,2.2,1,1,69.5,1,2,1.8,1,375,1
249.3,4.4,1,2,88.1,2,3,8.7,2,839,1
32.9,0.6,2,1,52.5,3,2,5.2,3,643,0
83.9,1.2,2,2,61.2,2,3,3.0,1,982,0
59.2,1.1,1,1,65.1,1,2,0.2,0,218,0
81.5,1.5,1,2,52.3,3,2,3.2,2,899,0
68.4,1.6,3,2,43.4,2,3,7.3,1,273,0
130.4,2.1,2,1,74.9,2,1,1.4,5,299,1
64.6,1.8,1,1,46.9,1,2,5.5,1,657,1
17.5,0.6,1,1,46.9,1,3,1.1,4,530,1
50.7,1.0,1,3,57.1,2,3,2.5,1,312,0
4.4,0.1,1,1,42.9,3,2,3.1,0,572,0
19.7,0.3,1,2,45.5,1,2,3.4,2,359,0
191.2,3.4,3,3,84.1,1,2,6.4,3,321,1
12.7,0.3,1,2,47.0,1,3,0.8,2,292,0
0.3,0.1,2,1,43.0,2,2,0.9,1,864,0
179.2,3.0,1,3,73.3,1,2,3.7,0,433,1
95.4,1.8,2,1,70.1,1,1,0.6,2,314,1
57.8,0.8,2,2,53.0,1,3,1.9,0,529,0
76.7,1.5,1,3,59.5,2,3,0.1,1,559,0
29.6,0.5,2,2,50.1,2,3,0.5,2,921,0
229.8,4.4,1,1,96.3,1,2,3.4,0,863,1
110.1,2.3,3,1,69.5,3,3,4.1,0,870,0
59.2,1.4,3,1,53.7,1,2,0.4,0,349,0
153.8,2.9,1,2,74.2,1,2,0.8,5,645,1
49.9,1.1,1,1,53.0,3,3,0.3,1,571,1
9.7,0.1,1,3,47.6,2,1,1.7,4,359,0
61.1,1.3,2,3,47.9,2,2,0.4,1,264,0
32.6,0.9,1,3,50.4,1,3,1.7,3,685,0
113.7,1.5,1,1,60.6,2,2,4.0,1,327,1
69.9,1.4,1,2,64.6,2,1,3.5,2,915,0
47.7,1.3,1,3,52.3,3,2,1.0,3,881,0
130.0,2.2,2,3,66.5,1,2,3.4,3,270,1
72.3,1.1,1,1,58.0,2,3,7.9,3,184,1
228.2,4.0,2,1,90.3,2,1,1.3,3,885,1
189.1,2.9,1,1,80.8,3,3,1.2,1,299,1
2.6,0.1,1,2,40.0,1,1,2.5,2,809,0
27.3,0.5,2,2,40.9,3,1,0.8,2,641,0
93.6,1.8,3,3,59.9,1,1,3.2,4,892,0
84.5,1.7,2,1,50.1,2,3,5.4,1,661,0
87.1,1.3,1,1,56.2,1,1,1.8,4,266,1
22.1,0.5,1,1,42.4,2,3,3.4,2,362,0
190.2,3.6,3,1,77.9,1,2,3.2,2,578,1
30.5,0.4,1,1,50.6,1,3,0.1,1,897,0
65.1,1.3,1,2,49.9,1,3,0.6,1,311,1
171.5,3.1,3,2,78.2,1,3,6.7,3,598,1
178.0,3.0,2,2,77.4,3,3,8.4,2,315,1
36.9,0.8,3,1,47.5,3,2,4.5,4,804,0
69.4,1.2,3,1,63.3,2,3,7.6,3,893,0
241.7,4.6,3,2,94.1,1,2,1.1,2,296,1
146.8,2.6,1,3,74.2,2,1,0.9,4,201,1
67.7,0.8,1,1,51.1,2,2,1.5,2,332,1
39.6,0.8,2,3,51.8,3,2,0.2,2,554,0
38.6,0.8,2,1,51.4,2,2,5.0,1,647,0
19.4,0.1,1,3,46.7,3,2,12.4,1,304,0
17.4,0.6,1,3,40.0,3,2,5.2,2,871,0
53.5,1.2,1,1,48.8,3,2,2.4,4,650,1
221.4,3.7,2,2,95.9,1,1,1.0,1,683,1
53.4,0.7,1,1,48.3,1,3,0.7,1,302,1
57.7,1.0,1,3,60.5,2,3,1.4,2,369,0
45.3,0.6,2,1,47.2,2,3,3.3,0,591,0
116.1,2.3,2,2,66.3,1,2,1.8,3,648,1
2.8,0.1,1,2,40.0,1,2,8.2,3,582,0
57.0,0.7,2,3,48.3,2,3,5.8,1,991,0
17.5,0.1,2,1,40.0,2,3,0.3,4,654,0
25.9,0.9,1,2,42.2,1,3,0.4,2,324,0
241.4,4.9,1,1,93.8,2,2,3.4,2,773,1
223.7,4.3,1,1,93.7,2,2,0.8,1,622,1
212.8,3.8,1,2,87.2,2,3,4.7,1,238,1
96.6,1.6,3,1,61.1,1,2,2.7,4,318,1
177.0,3.4,1,1,85.0,2,2,0.8,1,964,1
92.0,1.7,2,3,60.4,2,3,2.0,1,934,0
47.5,0.3,1,1,47.7,1,3,1.6,1,343,0
70.3,1.6,1,2,50.5,2,2,6.2,0,281,0
39.0,1.2,2,1,54.9,1,2,0.1,1,524,0
7.1,0.4,1,1,40.0,1,3,6.8,1,861,0
54.6,0.6,1,1,49.1,2,2,3.2,4,284,1
38.3,0.5,1,2,45.1,1,3,4.0,3,899,0
206.8,3.1,1,2,91.6,1,3,0.1,1,363,1
183.5,3.9,2,1,77.5,3,3,3.0,3,337,1
130.6,2.2,1,1,73.7,1,3,2.7,0,411,1
72.4,2.1,3,3,54.8,3,2,2.3,2,250,0
72.8,2.0,2,1,50.0,2,2,4.6,1,358,0
22.5,0.1,1,3,43.3,1,2,2.4,0,944,0
199.0,3.4,1,1,83.6,1,1,5.8,4,294,1
170.0,3.3,1,2,76.8,2,1,0.8,0,252,1
233.3,3.6,2,1,90.6,2,1,4.9,3,269,1
117.2,2.0,1,3,64.2,1,3,0.6,1,867,1
174.3,3.0,2,2,74.4,1,2,5.0,0,986,1
22.5,1.1,1,1,45.0,2,1,8.5,3,341,0
247.9,4.6,2,1,97.2,1,1,1.2,2,643,1
115.9,2.0,1,2,58.2,3,2,2.3,1,304,1
63.9,0.9,3,2,60.6,2,1,3.2,1,589,0
93.3,2.0,1,1,42.0,2,2,0.2,0,317,1
11.7,0.1,1,1,43.0,1,1,2.0,4,605,0
140.7,2.5,1,3,73.3,1,3,1.3,2,595,1
157.3,2.6,1,1,71.6,3,3,6.2,0,618,1
33.4,0.1,3,2,40.0,1,3,6.3,4,247,0
9.7,0.1,1,2,41.7,1,2,3.6,1,313,0
43.3,0.6,1,3,50.4,2,2,3.2,1,594,0
178.0,3.1,2,3,73.4,1,2,4.0,1,564,1
95.6,1.7,1,3,56.9,2,2,1.4,2,332,1
204.7,3.7,2,1,89.8,3,2,1.6,0,990,1
201.0,3.5,2,3,84.8,2,1,2.4,2,664,1
216.7,4.4,1,1,80.1,3,3,8.3,4,286,1
158.7,3.2,3,2,77.2,3,1,3.9,0,333,1
215.9,3.9,1,2,82.8,1,2,2.4,1,942,1
99.1,1.9,1,1,57.9,1,2,4.4,1,306,1
98.5,1.7,2,3,62.7,2,2,1.4,2,899,0
232.7,3.2,2,1,91.7,2,3,3.9,4,617,1
41.1,0.8,1,2,47.0,1,2,1.6,1,426,0
53.8,1.1,2,2,49.3,3,2,1.0,0,613,0
74.3,0.8,1,2,55.1,2,2,2.8,1,237,1
55.8,1.2,1,1,48.4,1,1,3.5,0,248,1
93.4,1.6,3,1,66.0,2,2,1.8,2,291,0
34.4,0.7,1,3,40.0,1,3,2.5,0,838,0
116.8,2.0,1,1,64.5,3,3,3.6,1,593,1
214.7,4.3,2,2,79.9,2,3,4.4,2,411,1
165.0,3.1,3,1,81.0,1,1,6.8,1,274,1
130.7,2.7,1,2,67.5,1,1,1.3,2,546,1
16.9,0.7,2,3,40.0,3,2,9.1,0,290,0
154.7,2.4,2,2,77.5,2,3,3.0,4,295,1
76.3,1.1,3,2,45.3,3,3,4.6,1,251,0
52.0,1.1,3,1,52.8,1,3,3.6,4,538,0
171.5,3.0,1,2,83.5,1,2,0.7,1,368,1
22.9,0.3,1,1,45.9,1,1,0.2,3,625,0
58.2,1.5,1,1,50.3,2,1,3.9,1,576,1
111.3,1.9,2,1,58.3,1,1,2.1,2,842,1
30.2,0.2,2,2,52.1,1,2,3.6,1,874,0
153.5,2.5,2,2,78.4,2,1,1.9,2,539,1
101.6,2.6,3,1,59.1,2,3,1.1,2,571,1
41.0,0.7,1,1,45.9,1,2,1.0,2,1000,0
138.5,2.0,1,1,76.4,2,2,3.9,2,612,1
92.2,1.1,1,3,62.9,2,1,1.0,0,569,0
200.7,3.4,1,2,75.2,1,1,3.8,1,334,1
4.2,0.1,1,1,40.0,1,3,1.5,2,853,0
105.7,2.3,1,1,62.1,1,2,4.4,0,280,1
195.7,3.9,2,3,84.3,2,2,0.5,1,207,1
53.6,1.0,3,1,51.8,3,3,0.7,1,664,0
155.1,2.7,2,3,71.6,1,2,3.5,1,890,1
19.5,0.5,2,1,45.2,1,2,2.5,2,559,0
2.4,0.1,1,3,40.0,3,3,0.7,2,932,0
85.1,2.2,2,3,75.8,3,3,7.0,4,848,0
74.7,1.6,2,2,57.0,2,2,1.0,1,551,1
60.7,1.4,2,1,53.3,3,2,1.6,4,581,0
44.8,0.4,1,1,59.1,2,2,0.7,2,540,0
96.2,2.2,1,1,54.3,2,3,1.5,4,867,1
25.2,0.3,1,2,45.0,1,2,2.0,3,590,0
231.1,3.9,2,1,86.1,2,3,1.0,2,895,1
34.5,0.6,2,1,50.8,1,3,4.4,1,234,0
54.3,1.0,3,2,49.5,3,3,1.5,1,288,0
210.3,3.4,1,2,89.2,3,2,3.9,1,329,1
42.2,0.5,2,1,51.8,2,1,0.7,5,637,0
9.0,0.1,3,1,45.9,1,2,1.4,5,875,0
184.6,3.0,1,3,83.2,1,3,0.1,3,291,1
67.6,1.1,1,2,53.8,1,2,4.3,4,288,0
59.2,0.6,3,2,46.0,1,1,2.9,4,230,0
68.2,1.0,1,2,60.0,2,1,5.1,2,573,0
67.7,1.6,3,1,61.9,3,2,1.8,2,340,0
58.5,1.4,3,1,48.2,1,1,4.8,1,341,0
223.5,3.7,2,1,92.8,1,1,3.1,1,921,1
42.1,1.1,2,3,43.4,2,2,0.1,0,167,0
23.2,0.1,2,2,46.1,1,1,0.9,1,561,0
244.2,5.0,2,1,95.8,3,1,2.0,2,623,1
47.9,1.3,1,3,48.4,1,3,2.9,1,686,0
30.2,0.4,1,1,47.1,1,3,0.2,4,299,0
190.1,3.6,1,3,86.1,1,2,3.7,1,905,1
124.8,1.8,2,3,66.9,1,1,2.4,0,594,0
0.7,0.1,1,1,40.0,2,3,2.2,3,235,0
178.7,3.2,1,1,73.2,1,2,1.0,2,318,1
142.6,2.3,1,2,69.4,2,1,2.7,1,224,1
68.9,1.1,2,2,49.3,2,1,0.1,2,896,1
197.5,3.4,3,2,81.6,1,1,0.2,1,604,1
141.3,2.2,3,3,68.8,1,2,4.0,4,302,0
43.8,0.5,1,2,53.7,2,3,1.2,2,235,0
133.6,1.9,3,1,69.8,2,3,1.3,0,865,1
94.6,2.0,2,1,73.5,3,2,0.7,2,934,0
142.1,2.3,2,2,61.2,1,2,1.8,4,604,1
208.8,3.4,2,1,87.5,1,2,0.2,2,565,1
71.4,1.6,1,2,53.5,1,2,1.1,3,846,1
246.3,4.6,3,1,89.4,2,1,2.2,1,640,1
21.5,0.7,1,1,44.6,2,2,1.9,4,602,0
72.4,1.6,1,1,55.4,3,3,15.0,3,243,1
46.8,1.5,2,2,55.7,2,2,1.5,3,891,0
178.8,3.2,1,1,79.8,1,3,1.5,1,260,1
129.4,1.8,1,2,65.0,2,2,2.1,4,315,1
69.2,1.4,2,2,56.9,3,2,0.6,2,963,0
113.6,1.8,1,2,63.8,1,1,6.3,4,546,1
172.9,2.8,2,2,72.4,2,2,2.5,1,908,1
249.9,4.6,2,1,93.7,3,3,0.6,0,607,1
30.2,0.9,2,2,47.8,2,2,4.7,1,793,0
234.5,4.0,2,1,92.0,2,1,0.1,2,342,1
135.7,2.9,2,2,71.5,1,1,12.1,2,705,1
235.5,3.9,2,1,89.2,2,2,6.0,2,307,1
35.5,0.6,2,2,49.4,1,2,2.6,2,368,0
107.0,2.1,2,3,64.1,2,2,0.4,3,237,0
0.4,0.1,2,2,40.7,1,3,0.7,0,564,0
248.4,3.9,3,2,94.8,3,3,1.0,1,304,1
22.3,0.7,1,2,55.8,3,2,0.8,4,557,0
18.3,0.1,1,1,49.6,2,1,2.1,2,302,0
53.8,1.2,3,3,53.3,1,1,8.7,2,350,0
54.5,0.5,1,1,48.0,1,2,1.8,2,556,1
97.1,1.4,1,3,59.9,2,3,3.3,2,952,1
51.5,1.2,2,2,59.4,2,3,3.5,0,204,0
184.4,3.5,1,2,77.8,2,2,6.2,2,572,1
225.0,3.9,1,2,88.7,1,1,0.1,5,890,1
197.0,3.7,3,2,82.2,2,3,1.6,2,554,1
214.3,3.6,2,2,89.0,2,3,4.6,0,572,1
128.3,2.4,1,1,66.0,2,2,5.1,3,370,1
89.1,1.7,3,2,60.5,2,1,7.9,1,662,1
81.5,1.4,3,2,55.9,2,2,3.6,0,336,0
120.8,1.9,1,3,73.1,1,3,0.8,4,652,1
200.5,3.7,1,2,80.7,1,2,2.1,0,869,1
55.5,1.0,2,1,57.1,2,3,0.1,4,539,0
19.4,0.2,2,1,41.3,1,1,3.1,1,260,0
80.2,1.1,2,2,53.4,2,1,2.4,3,867,0
20.4,0.4,3,1,41.0,2,1,3.3,2,570,0
202.1,3.5,2,1,75.9,3,3,8.0,1,926,1
35.0,0.3,1,3,49.9,2,2,3.5,2,616,0
166.9,3.0,2,2,70.9,1,3,1.2,5,291,1
57.7,1.6,1,2,50.9,1,1,0.7,3,594,1
232.9,4.1,2,1,95.0,3,3,5.8,2,655,1
141.3,3.1,2,2,74.7,1,3,0.6,5,235,1
30.7,1.3,1,1,40.0,2,1,0.5,1,639,0
42.2,0.4,2,2,50.8,2,3,0.7,0,494,0
16.6,0.3,1,1,49.4,1,2,2.1,0,572,0
187.6,4.1,1,3,78.1,1,1,0.4,3,376,1
39.1,0.7,2,2,51.2,2,2,8.3,3,615,0
164.2,3.0,1,1,70.4,3,3,10.2,2,277,1
16.9,0.1,2,2,45.6,1,3,10.9,4,646,0
72.5,1.1,1,2,56.6,3,2,0.1,2,330,1
197.1,3.8,2,1,86.7,2,3,8.8,1,328,1
245.5,5.0,2,2,97.0,3,2,15.0,0,290,1
78.1,1.4,2,1,50.4,1,3,8.6,4,348,0
55.7,0.4,1,3,52.9,1,2,3.3,0,568,0
19.2,0.1,3,3,51.5,3,2,3.6,2,865,0
48.2,0.9,1,1,40.0,3,2,0.4,1,694,0
43.5,1.2,1,3,54.4,2,1,6.2,1,575,0
70.3,1.5,1,1,63.5,2,2,0.2,2,798,1
6.7,0.3,1,1,40.0,3,2,1.1,1,953,0
220.2,4.5,3,3,85.1,1,2,14.2,4,968,1
205.1,3.5,1,2,87.7,2,3,1.6,1,288,1
59.1,1.1,2,2,48.6,3,1,0.4,2,495,0
59.2,0.9,2,1,59.8,1,3,10.4,3,897,0
149.9,2.6,1,1,78.3,1,1,12.4,2,1000,1
112.6,1.7,2,3,57.8,2,1,0.6,4,610,0
199.7,3.5,1,1,80.2,1,2,6.0,1,338,1
47.4,0.9,1,1,54.3,1,3,1.5,0,941,1
6.6,0.1,1,2,45.1,3,3,1.4,0,649,0
45.1,0.8,3,2,61.0,2,1,0.9,4,393,0
202.2,3.8,3,2,80.1,3,1,0.1,5,354,1
80.1,1.9,1,1,64.9,3,2,0.9,1,596,1
1.9,0.5,1,1,40.0,1,2,0.2,2,244,0
70.9,1.6,2,1,58.1,1,3,7.7,0,321,1
90.2,1.2,1,3,64.3,1,1,3.3,0,890,0
104.6,1.8,3,1,48.0,1,2,6.5,2,336,1
45.3,0.7,2,2,54.5,2,3,3.8,0,557,0
240.6,4.1,1,2,99.9,2,3,0.4,2,885,1
150.9,2.9,2,3,78.7,2,2,8.5,2,601,1
61.2,0.6,1,3,63.7,1,1,6.9,3,253,0
14.5,0.9,3,1,48.0,1,1,1.3,2,602,0
124.0,2.7,3,1,64.6,2,2,0.4,2,339,1
146.0,2.8,1,2,78.3,2,2,3.7,2,396,1
232.1,4.2,1,1,88.1,1,3,3.9,0,563,1
19.9,0.8,3,2,44.8,2,3,6.8,3,945,0
133.9,2.7,3,2,73.6,1,2,0.2,0,501,1
0.7,0.4,1,3,42.4,1,2,0.5,0,300,0
243.5,4.4,2,1,100.0,2,2,2.7,2,604,1
71.2,1.9,1,3,68.1,1,1,2.9,4,341,0
41.8,1.2,1,1,43.5,2,1,0.1,0,574,0
79.3,1.6,3,2,55.8,1,2,1.5,0,312,0
23.9,0.9,1,1,46.8,1,1,2.6,0,955,0
103.3,1.7,3,2,60.4,1,1,4.0,1,244,1
148.8,2.3,1,1,72.4,3,1,1.1,2,202,1
127.8,2.4,2,3,72.0,2,1,2.0,0,654,0
17.1,0.3,1,3,47.0,3,1,5.0,3,250,0
96.3,1.7,2,3,62.4,2,2,9.2,3,623,0
141.7,3.0,2,1,71.9,2,2,0.8,2,998,1
192.2,3.6,1,3,81.2,1,2,0.9,2,342,1
19.0,0.4,2,2,51.2,1,2,8.4,1,251,0
167.6,2.9,1,1,85.2,1,3,1.5,1,827,1
113.8,2.4,1,1,70.1,1,1,3.8,2,561,1
48.4,1.1,2,1,44.9,2,2,2.8,0,909,0
59.2,1.4,1,1,51.7,1,1,1.0,2,288,0
152.0,2.6,2,2,74.4,1,2,3.2,1,368,1
84.9,2.0,2,3,54.0,1,3,3.2,1,333,0
73.7,2.0,2,1,56.6,2,3,2.7,1,263,1
42.8,1.1,1,2,49.5,2,2,0.3,0,642,0
51.6,0.7,1,3,56.8,3,2,15.0,4,375,0
225.9,3.8,1,1,87.2,1,2,1.5,0,584,1
246.6,4.4,2,3,100.0,1,1,3.1,4,324,1
234.9,4.1,2,2,86.9,1,2,6.5,2,856,1
111.0,2.0,2,2,60.3,3,2,1.7,4,293,1
205.7,4.0,1,1,83.4,1,2,4.5,2,255,1
196.7,3.7,1,2,83.5,2,1,10.7,4,662,1
77.7,1.5,1,1,45.0,2,3,1.3,1,275,1
41.7,0.7,1,2,51.5,1,1,1.6,2,622,0
216.0,3.9,1,1,96.1,1,1,7.1,0,632,1
233.1,4.5,1,3,94.5,1,2,0.5,1,1000,1
61.6,0.4,1,1,52.5,3,2,0.1,2,587,0
150.7,2.7,1,1,67.7,2,3,7.2,2,561,1
60.8,1.2,1,2,44.3,2,2,5.2,1,896,0
246.7,4.8,1,1,86.1,2,3,10.8,0,857,1
1.5,0.1,1,2,40.0,2,2,0.2,2,576,0
147.4,2.3,1,3,83.0,2,3,0.5,2,636,1
234.2,4.5,2,2,77.9,1,3,0.3,0,566,1
148.6,2.0,1,1,76.2,1,2,3.5,4,328,1
68.5,1.7,1,2,51.7,1,2,2.8,5,930,1
46.3,0.9,1,2,48.5,2,3,1.3,4,612,0
32.1,1.1,1,3,42.4,1,1,0.2,3,333,0
60.3,0.7,1,1,46.4,2,2,3.1,0,285,1
51.1,0.8,1,2,51.9,1,1,2.5,5,200,0
233.2,3.4,2,2,92.6,3,1,0.4,1,303,1
44.4,0.5,1,1,53.1,1,1,7.2,0,304,0
173.2,3.1,1,1,69.7,1,2,0.7,3,581,1
68.4,0.6,3,1,59.4,3,2,4.1,1,332,0
30.6,0.4,1,3,51.2,2,2,6.5,2,638,0
181.7,2.6,1,3,82.1,3,3,2.6,0,311,1
115.6,2.0,3,2,63.3,1,2,0.9,2,305,1
221.7,4.4,2,1,90.3,1,3,1.1,2,661,1
195.2,3.5,1,1,82.1,2,3,6.5,1,846,1
114.0,2.7,1,3,69.9,3,3,1.1,0,583,1
124.8,2.5,1,3,65.6,1,3,4.1,2,650,1
242.6,4.9,1,3,93.9,3,3,13.9,2,627,1
20.3,0.1,2,2,40.0,2,3,15.0,1,288,0
144.1,2.3,1,1,73.2,3,1,2.3,4,320,1
164.4,3.1,1,3,72.4,1,2,5.3,1,273,1
80.7,0.9,3,1,60.3,1,3,13.9,4,608,0
83.9,1.7,3,1,62.4,3,2,1.4,0,634,0
29.7,0.4,1,2,43.5,3,3,0.9,1,665,0
175.3,3.7,2,1,78.7,2,3,0.4,0,333,1
160.3,3.2,1,1,76.1,1,2,0.5,1,968,1
149.5,3.1,3,1,74.7,1,3,5.8,0,228,1
53.4,0.7,1,1,55.7,2,1,2.7,1,189,0
22.2,0.8,1,3,48.2,1,2,6.2,1,191,0
205.2,4.2,1,1,83.2,1,2,4.7,1,656,1
213.5,3.9,1,1,95.0,1,1,3.4,2,330,1
29.8,0.3,1,1,50.3,2,2,2.8,5,564,0
209.6,3.6,2,1,93.1,1,2,0.1,1,881,1
59.4,1.5,2,1,54.8,2,1,6.2,3,317,0
215.1,4.9,1,2,89.4,2,3,1.6,3,564,1
155.5,2.5,1,1,73.6,2,2,2.5,2,259,1
162.1,2.6,1,2,73.4,2,2,0.1,4,267,1
89.9,2.0,3,3,64.7,1,1,8.3,5,263,0
22.6,0.1,3,2,46.3,2,3,7.0,1,902,0
166.7,3.4,3,1,76.0,3,3,2.4,2,683,1
69.1,1.4,3,1,50.1,2,1,2.6,2,850,0
222.7,4.0,1,3,96.8,3,1,3.7,1,296,1
29.5,0.7,1,2,47.1,2,3,0.9,1,923,0
23.3,0.6,2,3,40.0,2,2,0.8,4,927,0
114.4,2.0,3,3,65.6,1,1,3.4,3,575,0
48.5,0.3,1,3,49.7,2,2,0.3,0,931,0
37.8,0.7,1,3,47.1,2,2,1.8,0,321,0
233.2,4.8,2,2,94.2,1,3,2.0,4,577,1
109.0,1.4,1,1,63.0,2,1,1.4,0,532,1
7.1,0.1,1,3,40.0,1,2,0.6,2,543,0
80.7,1.6,2,2,64.6,2,1,1.3,1,937,0
242.7,4.4,1,1,84.7,2,3,1.2,0,371,1
133.3,2.6,1,2,69.1,2,3,2.1,0,300,1
115.3,1.9,2,2,70.0,3,3,3.4,1,370,1
29.6,0.9,2,3,49.6,1,2,10.3,0,897,0
126.7,2.3,3,2,73.0,1,2,0.5,2,843,1
53.7,1.2,1,1,61.9,1,3,6.2,2,590,0
232.8,4.3,1,3,99.7,3,1,1.0,1,675,1
124.0,2.3,2,3,61.5,2,3,2.7,3,570,1
2.2,0.3,2,2,40.0,2,1,2.4,2,593,0
33.0,0.7,1,1,48.9,1,2,2.4,1,359,0
226.3,3.7,2,1,83.0,2,2,3.9,1,656,1
231.8,4.6,1,2,81.4,1,3,1.4,1,615,1
75.1,1.7,1,1,58.1,2,3,1.2,5,627,1
173.1,2.4,1,1,80.9,3,2,5.7,2,353,1
87.8,1.4,1,2,67.9,2,2,0.7,1,915,1
2.7,0.4,1,2,44.4,2,3,0.6,3,964,0
126.8,1.7,2,1,77.5,2,1,0.1,1,634,1
16.8,0.6,2,1,45.5,2,3,0.7,0,593,0
2.7,0.1,3,1,40.0,2,2,2.2,2,622,0
197.6,4.1,1,2,87.6,2,2,2.3,3,581,1
77.0,1.4,1,1,63.6,1,1,0.9,1,252,0
210.5,3.6,1,1,88.3,1,2,0.2,4,843,1
76.1,1.5,1,2,64.0,2,2,4.1,1,590,0
35.9,0.6,2,3,47.3,2,1,4.3,1,616,0
90.7,1.4,2,2,62.7,1,1,15.0,5,690,0
208.8,4.6,2,1,85.1,2,2,6.9,2,621,1
56.8,0.7,1,1,64.4,1,2,7.8,3,910,0
76.6,0.6,1,3,61.1,1,3,4.8,3,595,0
39.8,1.3,1,1,43.2,2,1,2.9,4,882,0
26.3,0.3,1,2,55.0,2,2,0.4,0,607,0
143.5,2.5,2,1,67.9,2,2,2.9,1,886,1
27.9,0.4,3,1,46.2,2,2,0.2,3,884,0
25.5,0.3,1,3,48.0,3,3,6.5,2,341,0
205.4,3.5,2,2,87.9,2,2,2.0,2,855,1
165.6,2.7,2,2,78.9,1,3,3.6,0,588,0
52.3,1.0,1,1,45.8,1,2,0.2,1,866,1
9.8,0.1,2,1,44.6,1,2,2.3,2,606,0
147.7,2.9,1,2,78.0,3,2,1.1,1,343,1
64.9,1.3,1,2,59.6,1,3,1.0,1,317,1
143.5,2.3,2,1,65.1,1,3,1.5,0,589,1
243.7,4.5,3,1,90.3,1,2,0.1,0,947,1
68.4,1.1,1,1,49.8,3,3,1.9,3,644,0
208.4,3.4,1,3,87.5,1,1,2.0,3,302,1
28.4,0.8,3,2,40.0,3,3,6.0,0,680,0
192.8,3.5,2,3,76.8,1,1,1.8,1,621,1
11.8,0.1,2,1,40.0,1,2,1.4,2,320,0
7.1,0.1,1,3,40.0,1,1,15.0,1,240,0
125.1,1.9,3,1,67.4,3,3,2.5,3,216,0
8.5,0.9,1,2,40.0,3,3,1.9,3,303,0
136.3,2.6,2,3,72.4,1,3,2.1,4,350,1
69.0,0.9,1,1,53.2,1,3,5.0,2,316,0
3.1,0.2,2,1,40.0,2,2,1.2,1,948,0
43.7,1.2,1,1,47.3,1,3,1.5,2,279,1
53.3,1.0,1,1,51.4,1,3,4.2,0,304,1
22.6,0.9,1,2,47.9,1,2,0.2,0,301,0
83.0,1.0,1,2,64.8,1,1,6.0,0,510,0
80.8,0.8,2,2,62.8,1,2,1.7,1,689,0
102.2,1.9,3,2,73.6,1,3,2.6,1,360,0
108.6,2.1,3,2,67.3,1,3,4.2,0,646,0
137.1,1.3,1,1,70.9,3,3,0.9,2,664,1
3.5,0.1,2,1,40.0,1,3,6.6,5,277,0
186.6,3.0,2,3,78.9,2,3,11.6,0,640,1
100.7,1.3,1,1,64.8,1,3,2.0,2,577,0
0.3,0.1,1,2,40.0,2,3,8.3,0,307,0
39.5,0.9,2,1,49.8,1,2,0.1,4,513,0
90.2,1.3,3,2,59.7,2,2,6.7,1,893,0
179.1,2.9,2,2,75.8,1,2,1.1,4,523,1
205.6,3.2,1,1,80.0,3,3,1.1,1,237,1
71.1,1.7,2,1,68.3,1,2,0.8,3,897,1
238.2,4.5,1,2,85.4,1,1,1.1,1,565,1
32.6,0.1,2,1,46.8,3,1,0.7,1,317,0
93.7,1.4,2,1,66.7,2,2,7.1,0,684,0
191.6,3.7,1,2,84.8,1,2,6.9,1,569,1
221.0,4.5,3,1,86.3,3,2,0.3,3,887,1
31.9,0.9,1,3,41.1,1,1,0.5,2,333,0
88.9,1.5,3,2,60.2,1,2,5.9,1,267,1
190.4,2.8,1,1,68.7,3,1,1.5,5,564,1
243.5,4.7,1,2,94.4,1,2,0.6,2,878,1
3.4,0.1,1,2,40.9,3,2,2.1,5,344,0
120.6,2.2,1,1,71.9,1,2,1.6,0,812,1
92.0,1.6,1,1,54.5,2,2,0.7,4,558,1
8.4,0.1,2,1,40.2,2,2,3.8,0,977,0
214.5,4.0,2,1,89.4,3,3,3.0,2,445,1
109.3,2.1,2,1,65.1,2,2,0.3,1,294,1
112.1,1.9,1,1,57.9,1,1,7.8,2,676,1
248.3,4.7,2,1,91.4,2,1,2.5,2,995,1
5.1,0.1,1,2,48.1,1,2,0.9,1,340,0
57.0,0.9,2,2,53.8,2,1,0.7,5,659,0
127.5,2.3,1,2,59.7,3,1,0.4,5,253,1
69.1,0.6,3,2,59.6,2,2,1.7,5,257,0
94.0,1.7,2,3,52.7,2,2,0.4,5,986,0
89.9,1.9,2,2,58.2,1,2,1.6,3,287,1
241.2,4.3,1,2,95.9,2,3,0.5,5,806,1
176.5,3.2,1,1,84.9,1,1,3.2,4,621,1
40.4,0.9,1,3,40.0,2,3,4.6,1,890,0
85.4,1.4,3,1,62.3,1,1,2.4,3,304,0
119.2,2.1,3,1,70.5,2,2,3.4,4,181,1
81.4,1.1,1,2,55.1,1,1,8.4,3,168,0
102.8,1.9,2,1,63.1,2,3,3.1,1,915,1
64.8,1.1,2,1,40.0,1,2,1.4,0,585,0
200.2,3.8,2,2,70.3,3,1,1.8,3,277,1
246.1,4.7,1,2,99.7,1,2,5.9,5,920,1
