YEAR,MO,DY,PRECTOTCORR,T2M,WS10M
2025,1,8,0.0,18.1,1.84
2025,1,9,0.0,16.65,2.05
2025,1,10,0.0,16.75,2.02
2025,1,11,0.0,16.83,2.08
2025,1,12,0.0,17.33,1.73
2025,1,13,0.0,18.67,1.58
2025,1,14,0.0,19.47,1.88
2025,1,15,0.0,18.72,2.25
2025,1,16,0.0,18.21,2.35
2025,1,17,0.0,18.17,2.27
2025,1,18,0.0,18.27,2.28
2025,1,19,0.0,19.4,2.06
2025,1,20,0.0,19.16,2.22
2025,1,21,0.0,19.1,2.28
2025,1,22,0.0,20.3,2.02
2025,1,23,0.0,20.83,1.63
2025,1,24,0.0,20.82,1.98
2025,1,25,0.0,21.55,1.6
2025,1,26,0.0,21.33,1.55
2025,1,27,0.0,20.05,1.8
2025,1,28,0.0,20.3,1.67
2025,1,29,0.0,21.9,2.13
2025,1,30,0.0,22.32,2.97
2025,1,31,0.0,23.2,2.3
2025,2,1,0.0,24.08,1.77
2025,2,2,0.0,25.1,1.97
2025,2,3,0.0,24.67,2.31
2025,2,4,0.0,25.26,1.16
2025,2,5,0.0,25.69,1.63
2025,2,6,0.0,25.47,2.03
2025,2,7,0.0,23.74,2.14
2025,2,8,0.0,22.06,2.21
2025,2,9,0.0,21.66,1.59
2025,2,10,0.0,22.39,2.1
2025,2,11,0.0,23.69,2.55
2025,2,12,0.0,25.28,2.41
2025,2,13,0.0,24.74,2.97
2025,2,14,0.0,22.7,2.21
2025,2,15,0.0,23.42,2.25
2025,2,16,0.0,24.21,2.08
2025,2,17,0.0,24.76,3.44
2025,2,18,0.0,25.58,2.16
2025,2,19,1.6,26.07,2.68
2025,2,20,7.15,25.54,3.37
2025,2,21,3.15,25.65,2.12
2025,2,22,1.8,25.76,3.16
2025,2,23,3.29,26.34,1.44
2025,2,24,0.57,25.02,1.63
2025,2,25,0.0,25.51,1.35
2025,2,26,0.0,25.41,1.52
2025,2,27,0.0,26.15,2.12
2025,2,28,0.0,26.17,1.97
2025,3,1,0.0,26.62,2.94
2025,3,2,0.0,27.58,2.53
2025,3,3,0.0,28.15,2.12
2025,3,4,0.0,27.73,2.47
2025,3,5,0.0,26.6,3.23
2025,3,6,0.0,24.15,2.7
2025,3,7,0.0,24.12,1.95
2025,3,8,0.0,25.47,2.69
2025,3,9,0.0,26.74,2.5
2025,3,10,0.0,26.95,2.37
2025,3,11,0.0,27.11,2.67
2025,3,12,0.0,28.13,2.91
2025,3,13,0.0,29.37,3.45
2025,3,14,0.01,30.47,3.47
2025,3,15,0.0,30.81,2.62
2025,3,16,0.0,30.56,3.2
2025,3,17,0.01,30.9,3.4
2025,3,18,0.1,30.82,2.61
2025,3,19,1.46,29.54,3.1
2025,3,20,1.56,29.21,4.46
2025,3,21,0.63,28.61,4.59
2025,3,22,15.78,26.65,3.54
2025,3,23,5.86,27.78,1.71
2025,3,24,0.78,28.29,1.69
2025,3,25,0.07,28.72,2.06
2025,3,26,0.0,29.19,3.05
2025,3,27,0.0,30.13,2.59
2025,3,28,0.0,30.85,2.29
2025,3,29,0.0,31.04,2.15
2025,3,30,0.0,30.78,3.01
2025,3,31,0.0,30.75,4.3
2025,4,1,0.0,30.03,4.01
2025,4,2,0.05,29.95,3.68
2025,4,3,0.28,30.0,2.69
2025,4,4,0.49,30.84,2.13
2025,4,5,0.04,31.77,2.76
2025,4,6,0.16,31.55,4.13
2025,4,7,0.16,31.14,4.38
2025,4,8,0.24,29.63,4.15
2025,4,9,0.09,30.02,3.75
2025,4,10,2.59,29.42,3.31
2025,4,11,7.72,29.29,2.38
2025,4,12,3.03,29.41,2.98
2025,4,13,4.81,29.47,2.44
2025,4,14,1.37,30.49,3.08
2025,4,15,10.61,28.95,3.09
2025,4,16,8.31,28.6,3.19
2025,4,17,6.42,30.4,4.04
2025,4,18,12.52,29.86,5.0
2025,4,19,10.62,30.78,3.62
2025,4,20,0.87,32.0,3.62
2025,4,21,0.27,32.99,4.21
2025,4,22,0.0,33.33,4.12
2025,4,23,0.0,33.48,3.72
2025,4,24,0.0,33.47,4.46
2025,4,25,0.0,33.4,3.99
2025,4,26,0.27,32.76,5.34
2025,4,27,1.62,32.48,3.28
2025,4,28,2.82,31.96,2.79
2025,4,29,9.0,30.32,3.51
2025,4,30,13.42,29.47,2.43
2025,5,1,2.37,29.85,2.58
2025,5,2,2.85,29.69,2.03
2025,5,3,5.43,30.2,3.16
2025,5,4,4.77,30.61,2.15
2025,5,5,0.28,31.51,2.3
2025,5,6,1.45,31.77,2.44
2025,5,7,0.41,32.04,2.76
2025,5,8,0.15,32.37,3.14
2025,5,9,0.06,33.38,2.16
2025,5,10,0.04,33.45,2.75
2025,5,11,0.78,33.65,2.74
2025,5,12,0.42,34.32,3.17
2025,5,13,5.13,32.97,3.47
2025,5,14,2.61,33.2,3.82
2025,5,15,0.73,31.97,3.3
2025,5,16,0.4,31.65,3.81
2025,5,17,0.31,31.82,3.69
2025,5,18,0.11,32.0,3.49
2025,5,19,2.4,31.91,3.63
2025,5,20,2.99,31.4,3.57
2025,5,21,3.37,30.06,3.37
2025,5,22,4.82,29.66,2.08
2025,5,23,10.61,30.2,1.65
2025,5,24,11.84,27.78,4.27
2025,5,25,10.98,27.78,2.9
2025,5,26,3.58,28.92,1.94
2025,5,27,13.33,29.74,2.09
2025,5,28,18.2,28.04,4.22
2025,5,29,13.94,29.42,4.64
2025,5,30,4.63,30.12,3.44
2025,5,31,1.95,29.75,2.4
2025,6,1,0.48,32.01,2.81
2025,6,2,0.04,32.93,4.45
2025,6,3,6.46,32.4,3.17
2025,6,4,2.96,32.14,2.83
2025,6,5,2.28,31.89,2.06
2025,6,6,5.32,31.74,2.31
2025,6,7,6.51,31.4,2.07
2025,6,8,1.97,31.45,2.39
2025,6,9,4.41,31.26,1.94
2025,6,10,7.23,29.58,2.44
2025,6,11,3.47,28.8,3.54
2025,6,12,10.83,28.94,3.53
2025,6,13,1.01,30.03,2.87
2025,6,14,1.41,30.14,3.13
2025,6,15,4.2,29.71,1.41
2025,6,16,17.23,28.31,2.54
2025,6,17,12.14,28.4,3.33
2025,6,18,10.02,28.5,5.04
2025,6,19,5.35,28.51,4.76
2025,6,20,4.95,29.43,4.36
2025,6,21,7.44,30.0,2.81
2025,6,22,4.83,29.12,2.77
2025,6,23,10.41,28.16,3.05
2025,6,24,4.02,28.88,2.81
2025,6,25,17.72,28.56,1.8
2025,6,26,26.06,28.68,2.6
2025,6,27,9.53,28.06,3.86
2025,6,28,19.39,27.14,4.9
2025,6,29,32.77,26.26,6.27
2025,6,30,2.34,27.4,4.59
2025,7,1,19.96,28.29,3.2
2025,7,2,14.16,28.49,2.79
2025,7,3,15.01,28.18,3.43
2025,7,4,10.1,28.29,3.39
2025,7,5,13.93,27.46,4.66
2025,7,6,14.98,27.27,4.55
2025,7,7,13.16,28.12,4.49
2025,7,8,4.74,27.23,5.57
2025,7,9,1.03,27.56,4.11
2025,7,10,2.16,28.17,3.46
2025,7,11,3.26,28.48,3.09
2025,7,12,4.03,28.73,3.41
2025,7,13,6.81,28.14,3.03
2025,7,14,15.59,27.49,2.57
2025,7,15,5.35,28.62,2.93
2025,7,16,11.19,28.43,2.63
2025,7,17,6.83,28.08,3.12
2025,7,18,1.06,28.08,2.11
2025,7,19,6.42,29.06,1.96
2025,7,20,2.65,29.07,1.59
2025,7,21,4.71,28.45,1.74
2025,7,22,2.5,28.88,1.66
2025,7,23,10.47,29.44,2.36
2025,7,24,8.51,28.73,2.81
2025,7,25,19.54,27.47,4.37
2025,7,26,3.52,28.03,6.08
2025,7,27,3.57,28.99,4.18
2025,7,28,2.37,28.75,3.38
2025,7,29,21.82,27.66,2.76
2025,7,30,5.24,28.07,2.84
2025,7,31,4.25,28.46,3.6
2025,8,1,1.99,28.78,3.55
2025,8,2,3.99,28.55,2.66
2025,8,3,5.41,28.92,2.29
2025,8,4,3.42,28.62,1.93
2025,8,5,1.03,28.17,2.01
2025,8,6,2.51,28.22,1.74
2025,8,7,8.76,28.19,2.51
2025,8,8,6.79,27.11,2.78
2025,8,9,1.46,27.63,2.44
2025,8,10,3.45,27.96,2.53
2025,8,11,1.9,29.06,1.69
2025,8,12,3.93,29.23,1.61
2025,8,13,9.76,28.41,3.17
2025,8,14,12.34,27.58,4.82
2025,8,15,21.72,27.53,3.17
2025,8,16,6.96,27.86,3.39
2025,8,17,5.31,27.81,4.26
2025,8,18,21.52,27.59,4.27
2025,8,19,7.37,27.31,4.27
2025,8,20,5.12,27.95,3.71
2025,8,21,8.14,27.1,2.88
2025,8,22,18.75,26.75,3.75
2025,8,23,13.04,26.71,4.58
2025,8,24,7.2,27.23,3.53
2025,8,25,4.53,27.37,2.5
2025,8,26,6.22,27.36,3.21
2025,8,27,5.1,27.16,3.38
2025,8,28,3.95,27.91,3.56
2025,8,29,0.74,27.67,3.92
2025,8,30,4.98,27.64,2.55
2025,8,31,7.39,28.62,1.35
2025,9,1,10.56,28.51,1.71
2025,9,2,19.53,27.19,2.35
2025,9,3,26.76,26.84,3.58
2025,9,4,9.69,27.04,2.77
2025,9,5,13.73,27.51,1.47
2025,9,6,7.55,27.68,1.73
2025,9,7,1.36,27.79,1.33
2025,9,8,0.72,27.79,1.99
2025,9,9,0.16,28.35,1.51
2025,9,10,0.23,28.54,1.59
2025,9,11,1.36,28.05,1.67
2025,9,12,4.32,27.61,2.27
2025,9,13,5.49,27.44,2.56
2025,9,14,8.94,27.62,2.5
2025,9,15,28.4,27.07,2.21
2025,9,16,15.04,27.26,2.26
2025,9,17,3.22,27.17,2.77
2025,9,18,0.91,27.99,2.3
2025,9,19,0.27,28.29,1.35
2025,9,20,2.67,27.9,1.5
2025,9,21,7.57,27.68,1.64
2025,9,22,5.23,27.55,1.35
2025,9,23,16.1,26.62,2.53
2025,9,24,8.77,26.62,2.96
2025,9,25,5.54,27.07,2.86
2025,9,26,18.16,26.44,2.25
2025,9,27,15.51,27.24,4.3
2025,9,28,3.27,27.45,2.71
2025,9,29,1.09,27.08,2.01
2025,9,30,0.05,27.93,1.62
2025,10,1,11.27,27.87,2.79
2025,10,2,31.79,27.14,7.62
2025,10,3,12.79,27.5,5.89
2025,10,4,5.9,27.46,3.19
2025,10,5,6.62,27.38,1.38
2025,10,6,10.31,27.6,1.12
2025,10,7,8.35,26.83,1.16
2025,10,8,9.37,26.68,1.43
2025,10,9,2.74,26.51,2.0
2025,10,10,2.14,26.48,2.42
2025,10,11,1.95,25.98,2.45
2025,10,12,3.42,25.25,2.56
2025,10,13,4.13,25.46,2.94
2025,10,14,0.13,25.7,2.28
2025,10,15,0.0,25.93,2.13
2025,10,16,0.0,24.89,2.27
2025,10,17,0.0,24.45,2.04
2025,10,18,1.75,24.78,1.89
2025,10,19,3.75,25.62,2.07
2025,10,20,8.27,25.9,2.67
2025,10,21,1.11,25.94,2.88
2025,10,22,0.15,25.67,2.51
2025,10,23,0.04,25.97,2.05
2025,10,24,0.12,25.86,1.93
2025,10,25,0.15,25.99,2.09
2025,10,26,0.41,26.05,2.33
2025,10,27,4.93,26.27,3.74
2025,10,28,25.95,26.54,4.54
2025,10,29,19.54,26.77,4.11
2025,10,30,6.3,26.38,3.38
2025,10,31,0.89,26.57,3.0
2025,11,1,1.34,27.0,2.43
2025,11,2,0.12,25.96,3.03
2025,11,3,0.02,24.22,2.86
2025,11,4,0.0,22.4,2.66
2025,11,5,0.0,20.85,3.0
2025,11,6,0.0,23.84,2.46
2025,11,7,0.0,23.3,2.8
2025,11,8,0.0,21.51,3.05
2025,11,9,0.0,19.65,2.97
2025,11,10,0.0,19.48,2.52
2025,11,11,0.0,18.68,2.81
2025,11,12,0.0,18.34,2.85
2025,11,13,0.0,19.1,2.33
2025,11,14,0.0,18.87,2.43
2025,11,15,0.0,18.64,2.47
2025,11,16,0.0,18.32,2.7
2025,11,17,0.0,18.15,2.52
2025,11,18,0.0,19.22,2.06
2025,11,19,0.0,20.28,2.02
2025,11,20,0.0,21.43,2.27
2025,11,21,0.0,22.24,1.59
2025,11,22,0.0,21.03,1.96
2025,11,23,0.0,20.26,2.48
2025,11,24,0.0,19.88,2.42
2025,11,25,0.0,19.82,2.11
2025,11,26,0.0,18.47,2.73
2025,11,27,0.0,17.04,2.68
2025,11,28,0.0,18.84,2.34
2025,11,29,0.0,20.83,1.47
2025,11,30,0.0,20.55,1.83
2025,12,1,0.11,17.74,1.96
2025,12,2,0.0,19.46,2.15
2025,12,3,0.0,19.73,2.13
2025,12,4,0.0,19.02,2.46
2025,12,5,0.0,18.1,2.62
2025,12,6,0.0,17.2,2.26
2025,12,7,0.0,17.42,2.13
2025,12,8,0.0,17.06,2.21
2025,12,9,0.0,17.78,2.42
2025,12,10,0.0,17.43,2.42
2025,12,11,0.0,16.68,2.11
2025,12,12,0.0,17.13,1.78
2025,12,13,0.0,17.42,1.73
2025,12,14,0.0,17.46,2.2
2025,12,15,0.0,18.01,1.67
2025,12,16,0.0,18.28,1.44
2025,12,17,0.0,17.58,2.14
2025,12,18,0.0,17.21,1.96
2025,12,19,0.0,17.59,1.51
2025,12,20,0.0,17.7,1.71
2025,12,21,0.0,16.59,2.23
2025,12,22,0.0,16.98,2.01
2025,12,23,0.0,17.23,1.39
2025,12,24,0.0,17.56,1.67
2025,12,25,0.0,17.24,1.63
2025,12,26,0.0,16.26,2.02
2025,12,27,0.0,15.76,2.01
2025,12,28,0.0,16.17,1.77
2025,12,29,0.0,16.45,1.35
2025,12,30,0.0,16.65,1.32
2025,12,31,0.0,17.07,1.26
2026,1,1,0.0,17.53,1.43
